level	no	word	gloss_short	gloss_full	score
lv1	941	toll	通行料／損害	通行料／損害／死傷者数	0.661
lv1	942	adjust	順応する／～を調整する	順応する／～を調整する／～を適合させる	0.752
lv1	943	altogether	完全に／全部で	完全に／全部で／全く	0.660
lv1	944	assess	～を評価する／～を査定する	～を評価する／～を査定する／評価する	0.752
lv1	945	concentrate	集中する／～を集中させる	集中する／～を集中させる／精神を集中する	0.660
lv1	946	consequence	結果／重要さ	結果／重要さ／重大性	0.752
lv1	947	curse	呪い／悪態	呪い／悪態／～ののしる	0.660
lv1	948	drain	～を流出させる／流れ出る	～を流出させる／流れ出る／下水	0.660
lv1	949	hostile	敵意のある／反感を持つ	敵意のある／反感を持つ／反感を持った	0.752
lv1	950	outlook	見通し／見解	見通し／見解／考え方	0.660
lv1	951	quantity	量／分量	量／分量	0.752
lv1	952	scare	～をおびえさせる／～を怖がらせる	～をおびえさせる／～を怖がらせる／～を脅す	0.660
lv1	953	tremendous	莫大な／途方もない	莫大な／途方もない／～とてつもない	0.752
lv1	954	assure	保証する／確信させる	保証する／確信させる／～に保証する	0.659
lv1	955	cheat	～をだます／だます	～をだます／だます／ごまかす	0.659
lv1	956	elaborate	手の込んだ／入念な	手の込んだ／入念な／精巧な	0.659
lv1	957	intimate	親密な／密接な	親密な／密接な／親しい	0.659
lv1	958	rational	理性的な／合理的な	理性的な／合理的な	0.659
lv1	959	accomplish	～を成し遂げる／～をやり遂げる	～を成し遂げる／～をやり遂げる／～をやりとげる	0.658
lv1	960	adequate	十分な／適切な	十分な／適切な	0.749
lv1	961	alter	～を変える／変わる	～を変える／変わる	0.749
lv1	962	beg	～を懇願する／請う	～を懇願する／請う／～と乞う	0.658
lv1	963	declare	～を宣言する／～を申告する	～を宣言する／～を申告する／宣言する	0.749
lv1	964	detect	～を感知する／～を探知する	～を感知する／～を探知する／～を発見する	0.749
lv1	965	interact	相互に作用する／影響し合う	相互に作用する／影響し合う／相互作用する	0.658
lv1	966	medieval	中世の／時代遅れの	中世の／時代遅れの	0.658
lv1	967	retire	引退する／退職する	引退する／退職する／辞める	0.658
lv1	968	sophisticated	洗練された／精巧な	洗練された／精巧な／高度な	0.658
lv1	969	static	静的な／変化のない	静的な／変化のない／動きのない	0.749
lv1	970	withdraw	～を引き出す／退く	～を引き出す／退く／～を引っ込める	0.749
lv1	971	authentic	本物の／信頼できる	本物の／信頼できる／本場の	0.656
lv1	972	donate	～を寄付する／～を提供する	～を寄付する／～を提供する／寄付する	0.748
lv1	973	enhance	～を高める／～を向上させる	～を高める／～を向上させる／増す	0.656
lv1	974	shallow	浅い／浅薄な	浅い／浅薄な／浅はかな	0.748
lv1	975	transform	～を変える／変える	～を変える／変える／～を変形する	0.748
lv1	976	cease	～しなくなる／～をやめる	～しなくなる／～をやめる／やめる	0.655
lv1	977	differ	異なる	異なる	0.655
lv1	978	eager	熱心な／熱望して	熱心な／熱望して／熱望している	0.747
lv1	979	harvest	収穫／～を収穫する	収穫／～を収穫する／収穫期	0.655
lv1	980	insist	要求する／言い張る	要求する／言い張る／～と主張する	0.655
lv1	981	orbit	軌道／範囲	軌道／範囲／～を周回する	0.747
lv1	982	passive	受動的な／消極的な	受動的な／消極的な／受け身の	0.655
lv1	983	reject	～を拒絶する／～を拒否する	～を拒絶する／～を拒否する／～を断る	0.747
lv1	984	abandon	～を捨てる／～を放棄する	～を捨てる／～を放棄する／放棄する	0.745
lv1	985	dignity	尊厳／威厳	尊厳／威厳	0.654
lv1	986	dimension	次元／側面	次元／側面／局面	0.654
lv1	987	enthusiasm	熱意／熱狂	熱意／熱狂／情熱	0.654
lv1	988	possess	～を持っている／～を所有している	～を持っている／～を所有している／～を所有する	0.654
lv1	989	ritual	儀式／習慣的行為	儀式／習慣的行為／儀式の	0.745
lv1	990	civilization	文明	文明	0.652
lv1	991	delicate	繊細な／取り扱いの難しい	繊細な／取り扱いの難しい／微妙な	0.652
lv1	992	evaluate	～を評価する／～を査定する	～を評価する／～を査定する	0.744
lv1	993	sympathy	同情／共感	同情／共感	0.652
lv1	994	transparent	透明な／明快な	透明な／明快な／透き通った	0.652
lv1	995	inspire	～を奮起させる／～を喚起する	～を奮起させる／～を喚起する／かき立てる	0.743
lv1	996	pause	休止／休止する	休止／休止する／中止する	0.651
lv1	997	pledge	～を誓う／約束する	～を誓う／約束する／～を与えることを約束する	0.651
lv1	998	fossil	化石／時代遅れの人	化石／時代遅れの人／化石化した	0.742
lv1	999	infant	幼児／乳児	幼児／乳児	0.650
lv1	1000	insult	侮辱／～を侮辱する	侮辱／～を侮辱する／侮辱する	0.650
lv1	1001	negotiate	交渉する／～を取り決める	交渉する／～を取り決める	0.650
lv1	1002	propose	～を提案する／結婚を申し込む	～を提案する／結婚を申し込む／～をもくろむ	0.742
lv1	1003	steep	急な／険しい	急な／険しい／急激な	0.742
lv1	1004	adapt	適応する／～を適合させる	適応する／～を適合させる／順応する	0.740
lv1	1005	colleague	同僚	同僚	0.740
lv1	1006	dense	密集した／濃い	密集した／濃い／密度の高い	0.649
lv1	1007	expose	～をさらす／～を暴露する	～をさらす／～を暴露する／ＡをＢにさらす	0.649
lv1	1008	geography	地理／地理学	地理／地理学	0.649
lv1	1009	habitat	生息地／居住地	生息地／居住地	0.649
lv1	1010	hazard	危険／偶然	危険／偶然／危険なもの	0.649
lv1	1011	manufacture	～を製造する／製造	～を製造する／製造／～をでっち上げる	0.740
lv1	1012	prey	獲物／餌食	獲物／餌食／犠牲者	0.649
lv1	1013	satisfy	～を満足させる／～を満たす	～を満足させる／～を満たす	0.649
lv1	1014	admire	～に感心する／感嘆する	～に感心する／感嘆する／感心する	0.647
lv1	1015	caution	用心／警告	用心／警告／注意	0.647
lv1	1016	delight	喜び／～を喜ばせる	喜び／～を喜ばせる／大喜び	0.647
lv1	1017	grasp	～を理解する／理解する	～を理解する／理解する／～を掴む	0.739
lv1	1018	incentive	動機／報奨金	動機／報奨金／励み	0.647
lv1	1019	resign	辞職する／辞任する	辞職する／辞任する／～を放棄する	0.739
lv1	1020	sweep	掃く／～を掃く	掃く／～を掃く／～を一掃する	0.647
lv1	1021	tuition	授業料／指導	授業料／指導／〈米〉授業料	0.739
lv1	1022	employ	～を雇う／～を用いる	～を雇う／～を用いる／～を雇用する	0.646
lv1	1023	melt	溶ける／～を溶かす	溶ける／～を溶かす／なごむ	0.646
lv1	1024	puzzle	～を当惑させる／～を戸惑わせる	～を当惑させる／～を戸惑わせる／難問	0.646
lv1	1025	stir	～をかき回す／～を揺り動かす	～をかき回す／～を揺り動かす／～を混ぜる	0.738
lv1	1026	triumph	勝利／勝利する	勝利／勝利する／成功	0.738
lv1	1027	absurd	ばかげた／不合理な	ばかげた／不合理な／理に適わない	0.645
lv1	1028	distress	苦悩／苦しみ	苦悩／苦しみ／苦痛	0.645
lv1	1029	feast	祝宴／宴会	祝宴／宴会／大ごちそう	0.645
lv1	1030	punish	～を罰する／罰する	～を罰する／罰する／～に損傷を与える	0.736
lv1	1031	tense	緊張した／張り詰めた	緊張した／張り詰めた／ぴんと張った	0.645
lv1	1032	consist	ある／成る	ある／成る／構成されている	0.643
lv1	1033	dull	退屈な／退屈させる	退屈な／退屈させる／頭の鈍い	0.643
lv1	1034	fare	運賃／料金	運賃／料金	0.735
lv1	1035	illusion	錯覚／幻想	錯覚／幻想／思い違い	0.643
lv1	1036	leap	跳ぶ／躍進	跳ぶ／躍進／跳躍	0.643
lv1	1037	locate	位置する／～を置く	位置する／～を置く／～を突き止める	0.643
lv1	1038	motive	動機	動機	0.735
lv1	1039	oppose	～に反対する／～を対抗させる	～に反対する／～を対抗させる	0.735
lv1	1040	virtue	美徳／長所	美徳／長所／効能	0.643
lv1	1041	arise	生じる／起こる	生じる／起こる／出現する	0.734
lv1	1042	bore	～を退屈させる	～を退屈させる／～をうんざりさせる／退屈させる	0.642
lv1	1043	halt	～を止める／止まる	～を止める／止まる／停止	0.642
lv1	1044	norm	規範／標準	規範／標準／基準	0.642
lv1	1045	occupy	～を占める／～を占領する	～を占める／～を占領する／占める	0.734
lv1	1046	sustain	～を支える／～を持続させる	～を支える／～を持続させる／～を維持する	0.734
lv1	1047	translate	～を翻訳する／～を変える	～を翻訳する／～を変える／～に変わる	0.642
lv1	1048	altitude	高度／標高	高度／標高	0.641
lv1	1049	exceed	～を超える／～を越える	～を超える／～を越える／～に勝る	0.733
lv1	1050	fierce	激しい／どう猛な	激しい／どう猛な／猛烈な	0.641
lv1	1051	impose	～を課す／押しつける	～を課す／押しつける／～を押しつける	0.733
lv1	1052	leisure	余暇／暇	余暇／暇／自由な時間	0.641
lv1	1053	compliment	賛辞／お世辞	賛辞／お世辞／褒め言葉	0.640
lv1	1054	glance	ちらりと見る／ちらっと見ること	ちらりと見る／ちらっと見ること／ちらりと見ること	0.731
lv1	1055	stare	じっと見つめる／じっと見る	じっと見つめる／じっと見る／見つめる	0.731
lv1	1056	verbal	言葉による／言葉の	言葉による／言葉の／口頭での	0.640
lv1	1057	conclude	～と結論づける／結論を下す	～と結論づける／結論を下す／～と結論を下す	0.638
lv1	1058	drought	干ばつ／不足	干ばつ／不足	0.638
lv1	1059	hospitality	歓待／もてなし	歓待／もてなし／親切なもてなし	0.638
lv1	1060	particle	粒子／ほんのわずか	粒子／ほんのわずか／かけら	0.638
lv1	1061	sensation	感覚／漠然とした感じ	感覚／漠然とした感じ／感情	0.638
lv1	1062	unite	団結する／～を団結させる	団結する／～を団結させる／結合する	0.730
lv1	1063	adverse	不都合な／逆の	不都合な／逆の／悪	0.637
lv1	1064	bury	～を埋める／～を埋葬する	～を埋める／～を埋葬する／埋める	0.637
lv1	1065	emerge	現れる／明らかになる	現れる／明らかになる／台頭する	0.729
lv1	1066	plague	疫病／異常発生	疫病／異常発生／災難	0.729
lv1	1067	consume	～を消費する／～を食べる	～を消費する／～を食べる／飲む	0.727
lv1	1068	immense	膨大な／莫大な	膨大な／莫大な／巨大な	0.636
lv1	1069	interfere	邪魔する／干渉する	邪魔する／干渉する／介入する	0.727
lv1	1070	appetite	食欲／欲求	食欲／欲求	0.726
lv1	1071	calculate	～を計算する／～を予測する	～を計算する／～を予測する／計算する	0.726
lv1	1072	consult	～を参照する／相談する	～を参照する／相談する／～に相談する	0.726
lv1	1073	distinguish	～を区別する／区別する	～を区別する／区別する／～を見分ける	0.726
lv1	1074	dominate	～を支配する／優勢である	～を支配する／優勢である／統治する	0.634
lv1	1075	hypothesis	仮説／憶測	仮説／憶測／前提	0.634
lv1	1076	optimistic	楽観的な	楽観的な	0.634
lv1	1077	swallow	飲み込む／ツバメ	飲み込む／ツバメ／～をうのみにする	0.634
lv1	1078	vague	漠然とした／曖昧な	漠然とした／曖昧な／あいまいな	0.726
lv1	1079	fade	薄れる／衰える	薄れる／衰える／衰退する	0.725
lv1	1080	fatigue	疲労／疲労〈不可算〉	疲労／疲労〈不可算〉	0.725
lv1	1081	fragile	壊れやすい／虚弱な	壊れやすい／虚弱な／もろい	0.633
lv1	1082	fulfill	～を果たす／～を満たす	～を果たす／～を満たす／満たす	0.725
lv1	1083	instinct	本能／勘	本能／勘／直感	0.633
lv1	1084	prompt	迅速な／即座の	迅速な／即座の／～を促す	0.725
lv1	1085	constitute	～を構成する／占める	～を構成する／占める／～である	0.632
lv1	1086	dismiss	～を退ける／～を解雇する	～を退ける／～を解雇する／解雇する	0.724
lv1	1087	incorporate	～を取り入れる／取り入れる	～を取り入れる／取り入れる／～を組み込む	0.632
lv1	1088	obscure	不明瞭な／わかりにくい	不明瞭な／わかりにくい／ぼやけた	0.724
lv1	1089	recession	不況／不景気	不況／不景気／後退	0.632
lv1	1090	utter	～を発する／発する	～を発する／発する／形完全な	0.632
lv1	1091	yell	叫ぶ／大声で叫ぶ	叫ぶ／大声で叫ぶ／どなる	0.632
lv1	1092	disclose	暴く／～を公表する	暴く／～を公表する／暴露する	0.631
lv1	1093	envy	～をうらやむ／うらやむ	～をうらやむ／うらやむ／～を羨ましく思う	0.631
lv1	1094	monopoly	独占／専売	独占／専売／独占企業	0.631
lv1	1095	spill	～をこぼす／流出	～をこぼす／流出／こぼれる	0.631
lv1	1096	tolerate	我慢する／～を許容する	我慢する／～を許容する／耐える	0.631
lv1	1097	convey	～を伝える／～を運ぶ	～を伝える／～を運ぶ／運搬する	0.721
lv1	1098	decay	腐敗する／腐敗	腐敗する／腐敗／衰える	0.721
lv1	1099	entertain	～を楽しませる／楽しませる	～を楽しませる／楽しませる／～をもてなす	0.629
lv1	1100	exploit	搾取する／～を搾取する	搾取する／～を搾取する／利用する	0.629
lv1	1101	imply	～を暗に意味する／～を意味する	～を暗に意味する／～を意味する／～を必然的に伴う	0.721
lv1	1102	notorious	悪名高い／評判が悪い	悪名高い／評判が悪い	0.629
lv1	1103	obey	～に従う／従う	～に従う／従う／～に服従する	0.721
lv1	1104	confess	告白する／白状する	告白する／白状する／～を告白する	0.720
lv1	1105	despair	絶望	絶望	0.628
lv1	1106	endure	～に耐える／我慢する	～に耐える／我慢する／耐える	0.628
lv1	1107	persuade	～を説得する／～に説得する	～を説得する／～に説得する／～を説得して～させる	0.628
lv1	1108	absorb	～を吸収する／～を夢中にさせる	～を吸収する／～を夢中にさせる／～を併合する	0.718
lv1	1109	accompany	～に同行する／～と一緒に行く	～に同行する／～と一緒に行く／～に付随する	0.627
lv1	1110	glimpse	ちらりと見えること／ちらり	ちらりと見えること／ちらり／ちらりと見る	0.627
lv1	1111	interpret	～を解釈する／通訳する	～を解釈する／通訳する／～を通訳する	0.718
lv1	1112	reluctant	気が進まない／嫌がる	気が進まない／嫌がる／したがらない	0.718
lv1	1113	spoil	～を台無しにする／～を甘やかす	～を台無しにする／～を甘やかす／台無しにする	0.718
lv1	1114	temper	気性／機嫌	気性／機嫌／気質	0.627
lv1	1115	undergo	～を経験する／～を受ける	～を経験する／～を受ける／～に耐える	0.718
lv1	1116	confront	～に直面する／～に立ち向かう	～に直面する／～に立ち向かう／立ちはだかる	0.625
lv1	1117	epidemic	流行／蔓延	流行／蔓延／伝染病	0.625
lv1	1118	primitive	原始的な／未開の	原始的な／未開の／原始の	0.717
lv1	1119	restrict	～を制限する	～を制限する	0.717
lv1	1120	seize	～をつかむ／つかむ	～をつかむ／つかむ／～を奪い取る	0.717
lv1	1121	vacant	空いている／使用されていない	空いている／使用されていない	0.717
lv1	1122	distribute	～を分配する／分配する	～を分配する／分配する／配る	0.624
lv1	1123	hesitate	ためらう／躊躇する	ためらう／躊躇する	0.624
lv1	1124	modify	～を修正する／～を緩和する	～を修正する／～を緩和する／修正する	0.716
lv1	1125	neglect	～を怠る／～を無視する	～を怠る／～を無視する／怠る	0.624
lv1	1126	prejudice	偏見／先入観	偏見／先入観／～に偏見をもたせる	0.716
lv1	1127	surround	～を取り囲む／～を囲む	～を取り囲む／～を囲む／～を取り巻く	0.624
lv1	1128	compensate	補償する／に	補償する／に／～に補償する	0.623
lv1	1129	faint	かすかな／めまいがする	かすかな／めまいがする／弱々しい	0.623
lv1	1130	abundant	豊富な／富む	豊富な／富む	0.713
lv1	1131	attribute	属性／～を帰する	属性／～を帰する／原因を帰す	0.622
lv1	1132	conquer	～を征服する／～を克服する	～を征服する／～を克服する／征服する	0.622
lv1	1133	mold	鋳型／作る	鋳型／作る／鋳物	0.622
lv1	1134	relieve	～を和らげる／～を解放する	～を和らげる／～を解放する／安心する	0.622
lv1	1135	stubborn	頑固な／強情な	頑固な／強情な／手に負えない	0.620
lv1	1136	transplant	～を移植する／移植	～を移植する／移植／～を移住させる	0.620
lv1	1137	violate	違反する／～に違反する	違反する／～に違反する／～を侵害する	0.711
lv1	1138	ingredient	材料／成分	材料／成分／要因	0.709
lv1	1139	nod	うなずく／～を軽く下げる	うなずく／～を軽く下げる／会釈する	0.709
lv1	1140	shrink	縮む／減る	縮む／減る／縮小する	0.708
lv1	1141	thrive	繁栄する／うまくいく	繁栄する／うまくいく／繁茂する	0.708
lv1	1142	disguise	～を変装させる／隠す	～を変装させる／隠す／～を偽る	0.707
lv1	1143	obstacle	障害／障害〈可算〉	障害／障害〈可算〉／障害物	0.707
lv1	1144	distract	～をそらす／そらす	～をそらす／そらす／～の気を紛らす	0.706
lv1	1145	illustrate	～を説明する／～を例証する	～を説明する／～を例証する／～に挿絵を入れる	0.706
lv1	1146	gaze	見つめる／じっと見る	見つめる／じっと見る／視線	0.704
lv1	1147	emphasize	～を強調する／～を重視する	～を強調する／～を重視する／力説する	0.703
lv1	1148	trait	特徴／特性	特徴／特性／特色	0.703
lv1	1149	peculiar	特有の／変な	特有の／変な／固有の	0.700
lv1	1150	stimulate	～を刺激する／促進する	～を刺激する／促進する	0.700
lv1	1151	transmit	伝える／～を送る	伝える／～を送る／～を伝える	0.700
lv1	1152	wander	歩き回る／ぶらつく	歩き回る／ぶらつく／さまよう	0.700
lv1	1153	forbid	～を禁じる	～を禁じる	0.699
lv1	1154	remark	～と述べる／述べる	～と述べる／述べる／発言	0.699
lv1	1155	symptom	症状／兆候	症状／兆候	0.697
lv1	1156	disgust	嫌悪／～をむかつかせる	嫌悪／～をむかつかせる／～に愛想を尽かせる	0.693
lv1	1157	famine	飢饉／ひどい不足	飢饉／ひどい不足	0.693
lv1	1158	interrupt	～を中断する／～を中断させる	～を中断する／～を中断させる／邪魔をする	0.693
lv1	1159	soak	～を浸す／～をずぶぬれにする	～を浸す／～をずぶぬれにする／浸る	0.693
lv1	1160	attain	達成する／～を達成する	達成する／～を達成する／～を獲得する	0.691
lv1	1161	commute	通勤する／通勤・通学する	通勤する／通勤・通学する／通勤	0.686
lv1	1162	prevail	普及している／普及する	普及している／普及する／支配的である	0.685
lv1	1163	conform	従う／順応する	従う／順応する／一致する	0.682
lv1	1164	devote	～をささげる／～を捧げる	～をささげる／～を捧げる／～を充てる	0.682
lv1	1165	conceal	～を隠す／隠す	～を隠す／隠す／～を秘密にする	0.681
lv1	1166	inherit	～を受け継ぐ／相続する	～を受け継ぐ／相続する／～を相続する	0.681
lv1	1167	starve	飢える／渇望する	飢える／渇望する／～を飢えさせる	0.681
lv1	1168	boast	自慢する／～を誇る	自慢する／～を誇る／鼻にかける	0.680
lv1	1169	dedicate	ささげる／～を捧げる	ささげる／～を捧げる／捧げる	0.680
lv1	1170	prohibit	～を禁止する／～を禁じる	～を禁止する／～を禁じる／〈法・団体が〉～を禁じる	0.680
lv1	1171	equip	～に備えつける／～を装備させる	～に備えつける／～を装備させる／装備する	0.679
lv1	1172	ancestor	祖先／先祖	祖先／先祖／原型	0.677
lv1	1173	accumulate	蓄積する／集める	蓄積する／集める／～を蓄積する	0.676
lv1	1174	postpone	～を延期する／延期する	～を延期する／延期する	0.676
lv1	1175	annoy	～をいらいらさせる／～を悩ます	～をいらいらさせる／～を悩ます／怒らせる	0.673
lv1	1176	indifferent	無関心な／無関心で	無関心な／無関心で／無関心だ	0.671
lv1	1177	betray	～を裏切る／裏切る	～を裏切る／裏切る／～をうっかり表す	0.668
lv1	1178	scatter	～をまき散らす／分散する	～をまき散らす／分散する／～をばらまく	0.664
lv1	1179	deceive	～をだます／だます	～をだます／だます	0.663
lv1	1180	contradict	～と矛盾する／～に反論する	～と矛盾する／～に反論する／～に反対意見を言う	0.659
lv1	1181	mammal	哺乳類／哺乳動物	哺乳類／哺乳動物	0.654
lv1	1182	overtake	～に追いつく／～を襲う	～に追いつく／～を襲う／～を追い抜く	0.653
lv1	1183	imitate	～をまねる／～を真似る	～をまねる／～を真似る／～を見習う	0.652
lv1	1184	exaggerate	誇張する／～を誇張する	誇張する／～を誇張する／～を強調する	0.639
lv1	1185	amuse	～を楽しませる／笑わせる	～を楽しませる／笑わせる／面白がらせる	0.630
lv2	1	contact	～と連絡する／～と連絡を取る	～と連絡する／～と連絡を取る／接触する	0.616
lv2	2	fair	公正な／公平な	公正な／公平な／かなりの	0.616
lv2	3	kid	冗談を言う／からかう	冗談を言う／からかう	0.616
lv2	4	link	関連／つながり	関連／つながり／交通手段	0.616
lv2	5	throughout	いたる所に	いたる所に	0.616
lv2	6	absolutely	絶対に	絶対に	0.612
lv2	7	additional	追加の／付加的な	追加の／付加的な	0.612
lv2	8	beyond	～の向こうに	～の向こうに／～できる範囲をこえて	0.612
lv2	9	extra	追加の／余分な	追加の／余分な／臨時の	0.612
lv2	10	immediately	すぐに／直接に	すぐに／直接に	0.612
lv2	11	minute	分／微小な	分／微小な／極めて小さい	0.612
lv2	12	nature	自然／性質	自然／性質／本質	0.612
lv2	13	sell	～を売る／売れる	～を売る／売れる	0.612
lv2	14	unless	～しない限り	～しない限り	0.612
lv2	15	agree	賛成する／同意する	賛成する／同意する／意見が一致する	0.608
lv2	16	construction	建設／建設〈不可算〉	建設／建設〈不可算〉	0.608
lv2	17	favorite	いちばん好きな	いちばん好きな	0.608
lv2	18	movement	運動	運動	0.608
lv2	19	scene	場面／現場	場面／現場／～界	0.608
lv2	20	spend	～を費やす／～を使う	～を費やす／～を使う	0.608
lv2	21	statement	声明／陳述	声明／陳述／記述	0.608
lv2	22	ability	能力	能力	0.604
lv2	23	definitely	絶対／間違いなく	絶対／間違いなく／確かに	0.604
lv2	24	fear	恐怖／～を恐れる	恐怖／～を恐れる／～を心配する	0.600
lv2	25	global	世界的な	世界的な	0.600
lv2	26	letter	手紙／文字	手紙／文字	0.600
lv2	27	regular	定期的な	定期的な	0.600
lv2	28	unit	単位	単位	0.600
lv2	29	battle	戦闘	戦闘	0.596
lv2	30	brain	脳	脳	0.596
lv2	31	degree	程度／学位	程度／学位／度	0.596
lv2	32	hurt	～を傷つける／痛む	～を傷つける／痛む／～を痛める	0.596
lv2	33	image	イメージ／印象	イメージ／印象／画像	0.596
lv2	34	majority	大多数	大多数	0.596
lv2	35	opinion	意見	意見	0.596
lv2	36	reach	～に着く／～に到着する	～に着く／～に到着する／～に達する	0.596
lv2	37	rule	規則／～を支配する	規則／～を支配する	0.596
lv2	38	active	積極的な／活動的な	積極的な／活動的な／活発な	0.592
lv2	39	direction	方向／方角	方向／方角／道順	0.592
lv2	40	master	修士	修士	0.592
lv2	41	ship	～を出荷する／～を輸送する	～を出荷する／～を輸送する	0.592
lv2	42	commercial	営利的な／商業の	営利的な／商業の／商業的な	0.588
lv2	43	latest	最新の／最近の	最新の／最近の	0.588
lv2	44	multiple	多様な／種々雑多な	多様な／種々雑多な／多くの	0.588
lv2	45	organization	組織	組織	0.588
lv2	46	protect	～を守る／～を保護する	～を守る／～を保護する／保護する	0.588
lv2	47	senior	上級の／高齢者の	上級の／高齢者の／最上級生	0.588
lv2	48	spring	春／泉	春／泉／温泉	0.588
lv2	49	wear	～をすり減らす／～を着ている	～をすり減らす／～を着ている／～を身に着けている	0.588
lv2	50	choose	～を選ぶ／選ぶ	～を選ぶ／選ぶ	0.584
lv2	51	commission	代理手数料／歩合	代理手数料／歩合／委員会	0.584
lv2	52	direct	～を指揮する／直接の	～を指揮する／直接の／直接的な	0.585
lv2	53	grand	豪華な／雄大な	豪華な／雄大な	0.584
lv2	54	literally	文字通り／文字どおり	文字通り／文字どおり／文字どおりに	0.585
lv2	55	necessary	必要な	必要な	0.584
lv2	56	touch	～を感動させる	～を感動させる	0.584
lv2	57	damage	損害／～に損害を与える	損害／～に損害を与える／損傷	0.584
lv2	58	disease	病気	病気	0.584
lv2	59	grow	成長する	成長する	0.580
lv2	60	professor	教授	教授	0.580
lv2	61	effective	効果的な／有効な	効果的な／有効な	0.576
lv2	62	explain	～を説明する／説明する	～を説明する／説明する	0.582
lv2	63	fully	全く／完全に	全く／完全に	0.576
lv2	64	male	男の／男性の	男の／男性の／男性	0.582
lv2	65	plant	植物／工場	植物／工場／発電所	0.576
lv2	66	spot	場所／斑点	場所／斑点／～を突き止める	0.576
lv2	67	comment	意見／論評	意見／論評／コメント	0.572
lv2	68	equipment	設備	設備	0.572
lv2	69	holy	神聖な	神聖な	0.572
lv2	70	nation	国／国家	国／国家／国民	0.572
lv2	71	primary	主な／第1の	主な／第1の／最も重要な	0.581
lv2	72	responsible	責任がある／責任のある	責任がある／責任のある／原因となっている	0.581
lv2	73	agency	機関／代理店	機関／代理店	0.568
lv2	74	executive	重役／幹部	重役／幹部／経営者	0.568
lv2	75	politics	政治／政治学	政治／政治学	0.568
lv2	76	pop	ひょいと動く／不意に現れる	ひょいと動く／不意に現れる／ポンとはじける	0.568
lv2	77	therefore	それゆえに／したがって	それゆえに／したがって／その結果	0.580
lv2	78	app	アプリ	アプリ	0.564
lv2	79	application	申請書／申し込み	申請書／申し込み／適用	0.564
lv2	80	condition	状況／状態	状況／状態／条件	0.578
lv2	81	division	不和／分割	不和／分割／部門	0.564
lv2	82	interview	インタビュー／面接	インタビュー／面接	0.564
lv2	83	accept	～を受け入れる	～を受け入れる	0.577
lv2	84	actual	実際の／現実の	実際の／現実の	0.560
lv2	85	appear	現れる／～のように思える	現れる／～のように思える／～のように見える	0.560
lv2	86	channel	伝達経路／チャンネル	伝達経路／チャンネル／海峡	0.560
lv2	87	distance	距離	距離	0.560
lv2	88	finding	発見	発見	0.560
lv2	89	prior	前の／～より前の	前の／～より前の	0.577
lv2	90	receive	～を受け取る	～を受け取る	0.560
lv2	91	religious	宗教の／信仰があつい	宗教の／信仰があつい	0.560
lv2	92	royal	王の／王室の	王の／王室の	0.560
lv2	93	serve	役に立つ／～を出す	役に立つ／～を出す／～に役立つ	0.560
lv2	94	traffic	交通／交通〈不可算〉	交通／交通〈不可算〉／通行	0.577
lv2	95	bottom	底／一番下	底／一番下／最下位	0.556
lv2	96	famous	有名な	有名な	0.556
lv2	97	lie	横たわる／存在する	横たわる／存在する／うそをつく	0.556
lv2	98	square	正方形	正方形	0.556
lv2	99	worry	心配する／心配をする	心配する／心配をする／心配	0.576
lv2	100	brand	ブランド／銘柄	ブランド／銘柄	0.552
lv2	101	brand-new	新品の／真新しい	新品の／真新しい	0.552
lv2	102	count	～を数える／重要である	～を数える／重要である／数える	0.552
lv2	103	critical	重大な／批判的な	重大な／批判的な／決定的な	0.575
lv2	104	digital	デジタルの／デジタル方式の	デジタルの／デジタル方式の／デジタル表示の	0.552
lv2	105	mostly	大部分は	大部分は	0.552
lv2	106	previously	以前に	以前に	0.552
lv2	107	remain	ままでいる／～のままでいる	ままでいる／～のままでいる／残る	0.552
lv2	108	score	～をとる／～を取る	～をとる／～を取る	0.552
lv2	109	separate	～を分離する	～を分離する	0.552
lv2	110	smart	利口な／頭の良い	利口な／頭の良い	0.552
lv2	111	throw	～を投げる／～を捨てる	～を投げる／～を捨てる／～を催す	0.552
lv2	112	arms	武器／軍備	武器／軍備	0.548
lv2	113	click	クリックする／～をカチッと鳴らす	クリックする／～をカチッと鳴らす／カチッと音がする	0.548
lv2	114	fashion	流行／方法	流行／方法／流儀	0.573
lv2	115	generation	世代／生み出すこと	世代／生み出すこと／発電	0.573
lv2	116	profile	横顔／人物の紹介	横顔／人物の紹介／プロフィール	0.548
lv2	117	seat	座っている	座っている	0.548
lv2	118	target	目標／的	目標／的	0.573
lv2	119	agent	代理人／仲介者	代理人／仲介者／代理店	0.544
lv2	120	draw	～を描く／～を引く	～を描く／～を引く／～を引き出す	0.572
lv2	121	enter	～に入る	～に入る	0.544
lv2	122	foundation	基盤／基礎	基盤／基礎／土台	0.544
lv2	123	memory	記憶／思い出	記憶／思い出	0.544
lv2	124	rise	上がる／昇る	上がる／昇る／上昇	0.572
lv2	125	weird	変な／奇妙な	変な／奇妙な／異様な	0.572
lv2	126	Senate	上院	上院	0.540
lv2	127	adult	大人／大人の	大人／大人の	0.540
lv2	128	apparently	一見／見たところでは	一見／見たところでは／聞いたところでは	0.571
lv2	129	edition	版	版	0.540
lv2	130	grade	等級／成績	等級／成績／学年	0.540
